イベント日,ビデオID,ビデオキャプション,経過分数,同時視聴ユーザー数,チャット数,いいネ数,カート追加クリック数,商品クリック数,ハイライト商品クリック数,シェア数
,,,31,430,1,6,0,0,0,0
,,,32,412,4,7,0,3,2,0
,,,33,438,4,12,0,6,6,0
,,,34,454,2,2,0,2,2,0
,,,35,450,1,7,0,5,5,0
,,,36,493,3,11,0,0,0,0
,,,37,463,2,3,0,4,4,0
,,,38,455,2,5,0,1,1,0
,,,39,472,0,6,0,1,1,0
,,,40,490,1,10,0,2,2,0
,,,41,476,0,11,0,2,2,0
,,,42,478,0,8,0,5,5,0
,,,43,479,0,3,0,3,3,0
,,,44,476,2,7,0,1,1,0
,,,45,473,1,11,0,3,2,0
,,,46,492,1,6,0,2,2,0
,,,47,474,0,25,0,3,3,0
,,,48,473,2,34,0,2,1,0
,,,49,492,0,21,0,2,2,0
,,,50,509,1,11,0,1,1,0
,,,51,514,5,20,0,5,5,0
,,,52,490,2,11,0,3,2,0
,,,53,484,0,6,0,3,3,0
,,,54,492,7,2,0,0,0,0
,,,55,508,0,23,0,2,2,0
,,,56,493,3,19,0,7,7,0
,,,57,487,1,31,0,3,3,0
,,,58,513,1,13,0,6,6,0
,,,59,495,0,22,0,5,5,0
,,,60,485,3,3,0,1,1,0
,,,61,502,2,29,0,3,3,0
,,,62,536,0,22,0,4,4,0
,,,63,539,1,48,0,10,10,0
,,,64,517,4,42,0,3,3,0
,,,65,524,0,41,0,1,1,0
,,,66,512,1,39,0,0,0,0
,,,67,506,2,52,0,1,1,0
,,,68,509,1,20,0,2,2,0
,,,69,511,1,10,0,0,0,0
,,,70,551,4,24,0,0,0,0
,,,71,511,3,12,0,2,2,0
,,,72,506,1,58,0,1,1,0
,,,73,516,2,56,0,2,2,0
,,,74,516,1,25,0,0,0,0
,,,75,522,6,57,0,3,3,0
,,,76,520,3,69,0,4,4,0
,,,77,520,0,56,0,4,4,0
,,,78,1355,3,100,0,3,2,0
,,,,106788,321,4428,0,654,606,0
,oNR89l,"5/12
",3,2,0,0,0,0,0,0
,,,4,3,0,4,0,0,0,0
,,,5,3,0,0,0,0,0,0
,,,6,3,0,4,0,0,0,0
,,,7,4,0,0,0,0,0,0
,,,8,4,0,0,0,0,0,0
,,,9,4,0,0,0,0,0,0
,,,10,4,0,0,0,0,0,0
,,,11,4,0,0,0,0,0,0
,,,12,4,0,0,0,0,0,0
,,,13,4,0,0,0,0,0,0
,,,14,6,0,0,0,0,0,0
,,,15,6,1,0,0,0,0,0
,,,16,6,0,0,0,0,0,0
,,,17,6,5,0,0,0,0,0
,,,18,5,0,0,0,0,0,0
,,,19,4,0,0,0,0,0,0
,,,20,4,0,0,0,0,0,0
,,,21,5,0,0,0,0,0,0
,,,22,6,0,0,0,0,0,0
,,,23,6,0,0,0,0,0,0
,,,24,6,0,0,0,0,0,0
,,,25,6,0,0,0,0,0,0
,,,26,6,0,0,0,0,0,0
,,,27,6,0,0,0,0,0,0
,,,28,6,0,0,0,0,0,0
,,,29,5,0,0,0,0,0,0
,,,30,5,0,0,0,0,0,0
,,,31,5,0,0,0,0,0,0
,,,32,5,0,0,0,0,0,0
,,,33,5,0,0,0,0,0,0
,,,34,5,0,0,0,0,0,0
,,,35,5,0,0,0,0,0,0
,,,36,5,0,0,0,0,0,0
,,,37,6,0,0,0,0,0,0
,,,38,6,0,0,0,0,0,0
,,,39,6,0,0,0,0,0,0
,,,40,6,0,0,0,0,0,0
,,,41,6,0,0,0,0,0,0
,,,42,5,0,0,0,0,0,0
,,,43,5,0,0,0,0,0,0
,,,44,5,0,0,0,0,0,0
,,,45,5,0,0,0,0,0,0
,,,46,5,0,0,0,0,0,0
,,,47,5,0,0,0,0,0,0
,,,48,6,0,0,0,0,0,0
,,,49,6,0,0,0,1,1,0
,,,50,6,0,0,0,0,0,0
,,,51,6,0,0,0,0,0,0
,,,52,7,0,0,0,0,0,0
,,,53,7,0,0,0,0,0,0
,,,54,7,0,0,0,0,0,0
,,,55,7,0,0,0,0,0,0
,,,56,7,0,0,0,0,0,0
,,,57,7,0,0,0,0,0,0
,,,58,7,0,0,0,0,0,0
,,,59,7,0,0,0,0,0,0
,,,60,7,0,0,0,1,1,0
,,,61,7,0,0,0,0,0,0
,,,62,7,0,0,0,0,0,0
,,,63,7,0,0,0,0,0,0
,,,64,7,0,0,0,0,0,0
,,,65,7,0,0,0,0,0,0
,,,66,7,0,0,0,0,0,0
,,,67,7,0,0,0,0,0,0
,,,68,7,0,0,0,0,0,0
,,,69,7,0,0,0,1,1,0
,,,70,7,0,0,0,2,2,0
,,,71,7,0,0,0,0,0,0
,,,72,7,0,0,0,0,0,0
,,,73,7,0,0,0,0,0,0
,,,74,7,0,0,0,0,0,0
,,,75,7,0,0,0,1,1,0
,,,76,7,0,0,0,0,0,0
,,,77,7,0,0,0,0,0,0
,,,78,6,0,0,0,0,0,0
,,,79,6,0,0,0,0,0,0
,,,80,6,0,0,0,0,0,0
,,,81,6,0,0,0,0,0,0
,,,82,6,0,0,0,0,0,0
,,,83,5,0,0,0,0,0,0
,,,84,6,0,0,0,1,1,0
,,,85,6,0,0,0,0,0,0
,,,86,6,0,0,0,0,0,0
,,,87,6,0,0,0,0,0,0
,,,88,6,0,0,0,0,0,0
,,,89,6,0,0,0,0,0,0
,,,90,6,0,0,0,0,0,0
,,,91,6,0,0,0,0,0,0
,,,92,6,0,0,0,0,0,0
,,,93,7,0,0,0,0,0,0
,,,94,6,0,0,0,0,0,0
,,,95,6,0,0,0,0,0,0
,,,96,7,0,0,0,0,0,0
,,,97,7,0,0,0,0,0,0
,,,98,7,0,0,0,0,0,0
,,,99,7,0,0,0,0,0,0
,,,100,8,0,0,0,0,0,0
,,,101,8,0,0,0,0,0,0
,,,102,8,0,0,0,0,0,0
,,,103,8,0,0,0,0,0,0
,,,104,8,0,0,0,1,1,0
,,,105,8,0,0,0,1,1,0
,,,106,8,0,0,0,0,0,0
,,,107,8,0,0,0,0,0,0
,,,108,8,0,0,0,0,0,0
,,,109,8,0,0,0,0,0,0
,,,110,8,0,0,0,0,0,0
,,,111,8,0,0,0,0,0,0
,,,112,8,0,0,0,0,0,0
,,,113,8,0,0,0,0,0,0
,,,114,7,0,0,0,0,0,0
,,,115,7,0,0,0,0,0,0
,,,116,7,0,0,0,0,0,0
,,,117,7,0,0,0,0,0,0
,,,118,7,0,0,0,0,0,0
,,,119,7,0,0,0,1,1,0
,,,120,7,0,0,0,0,0,0
,,,121,7,0,0,0,0,0,0
,,,122,7,0,0,0,0,0,0
,,,123,7,0,0,0,0,0,0
,,,124,7,0,0,0,0,0,0
,,,125,7,0,0,0,0,0,0
,,,126,7,0,0,0,0,0,0
,,,127,8,0,0,0,0,0,0
,,,128,8,0,0,0,0,0,0
,,,129,8,0,0,0,0,0,0
,,,130,8,0,0,0,0,0,0
,,,131,6,0,0,0,0,0,0
,,,132,6,0,0,0,0,0,0
,,,133,6,0,0,0,0,0,0
,,,134,6,0,0,0,0,0,0
,,,135,6,0,0,0,0,0,0
,,,136,6,0,0,0,0,0,0
,,,137,6,0,0,0,0,0,0
,,,138,5,0,0,0,0,0,0
,,,139,5,0,0,0,0,0,0
2025-05-06,5nW3yG,【トレンドど真ん中】バズり韓国コスメを美容部員が生レビュー！（マツキヨココカラLIVE）4/22回の再放送,1,117,0,0,0,0,0,0
,,,2,157,0,0,0,0,0,0
,,,3,181,0,0,0,0,0,0
,,,4,175,0,0,0,0,0,0
,,,5,183,0,0,0,0,0,0
,,,6,170,0,0,0,0,0,0
,,,7,166,0,0,0,0,0,0
,,,8,154,0,0,0,0,0,0
,,,9,164,0,0,0,0,0,0
,,,10,147,0,0,0,1,1,0
,,,11,176,0,0,0,0,0,0
,,,12,157,0,0,0,1,1,0
,,,13,162,0,0,0,0,0,0
,,,14,174,0,0,0,0,0,0
,,,15,153,0,0,0,0,0,0
,,,16,157,1,2,0,0,0,0
,,,17,152,0,0,0,0,0,0
,,,18,158,1,0,0,0,0,0
,,,19,165,1,0,0,0,0,0
,,,20,162,1,0,0,0,0,0
,,,21,137,1,0,0,0,0,0
,,,22,162,1,0,0,1,1,0
,,,23,145,0,0,0,0,0,0
,,,24,143,0,1,0,0,0,0
,,,25,149,1,0,0,0,0,0
,,,26,152,0,2,0,0,0,0
,,,27,158,0,1,0,0,0,0
,,,28,171,0,0,0,0,0,0
,,,29,163,1,12,0,1,1,0
,,,30,147,0,8,0,0,0,0
,,,31,166,0,5,0,0,0,0
,,,32,169,0,0,0,0,0,0
,,,33,182,0,0,0,0,0,0
,,,34,172,0,0,0,0,0,0
,,,35,147,0,0,0,0,0,0
,,,36,142,0,0,0,0,0,0
,,,37,142,1,3,0,0,0,0
,,,38,147,0,0,0,0,0,0
,,,39,140,0,0,0,0,0,0
,,,40,145,0,0,0,1,1,0
,,,41,137,0,0,0,1,1,0
,,,42,139,0,0,0,0,0,0
,,,43,161,0,0,0,0,0,0
,,,44,134,0,21,0,0,0,0
,,,45,135,0,8,0,0,0,0
,,,46,148,1,2,0,1,1,0
,,,47,137,0,0,0,0,0,0
,,,48,119,0,0,0,0,0,0
,,,49,133,0,0,0,0,0,0
,,,50,116,0,9,0,0,0,0
,,,51,135,0,6,0,0,0,0
,,,52,161,0,1,0,0,0,0
,,,53,143,0,0,0,0,0,0
,,,54,133,0,0,0,0,0,0
,,,55,155,0,0,0,0,0,0
,,,56,154,0,1,0,0,0,0
,,,57,151,0,0,0,1,1,0
,,,58,156,0,0,0,1,1,0
,,,59,162,0,44,0,2,2,0
,,,60,161,2,0,0,0,0,0
,,,61,162,0,5,0,1,1,0
,,,62,177,2,3,0,1,1,0
,,,63,154,0,7,0,2,2,0
,,,64,323,1,0,0,0,0,0
2025-04-22,vJpKyG,【トレンドど真ん中】バズり韓国コスメを美容部員が生レビュー！（マツキヨココカラLIVE）,1,171,0,0,0,0,0,0
,,,2,170,0,0,0,0,0,0
,,,3,181,1,7,0,0,0,0
,,,4,213,3,1,0,0,0,0
,,,5,220,1,2,0,0,0,0
,,,6,241,4,3,0,0,0,0
,,,7,246,1,0,0,3,1,0
,,,8,285,0,1,0,0,0,0
,,,9,272,2,1,0,1,0,0
,,,10,254,1,1,0,0,0,0
,,,11,286,1,2,0,0,0,0
,,,12,299,3,4,0,0,0,0
,,,13,300,2,2,0,0,0,0
,,,14,306,2,3,0,0,0,0
,,,15,296,1,1,0,3,3,0
,,,16,327,1,3,0,4,4,0
,,,17,329,0,1,0,2,2,0
,,,18,318,3,7,0,0,0,0
,,,19,343,2,1,0,3,2,0
,,,20,329,1,3,0,2,2,0
,,,21,335,0,3,0,4,4,0
,,,22,352,8,1,0,1,1,0
,,,23,377,0,3,0,0,0,0
,,,24,357,4,4,0,1,0,0
,,,25,376,0,3,0,0,0,0
,,,26,371,1,4,0,3,3,0
,,,27,373,2,2,0,9,8,0
,,,28,382,2,3,0,4,4,0
,,,29,380,2,4,0,1,1,0
,,,30,408,2,21,0,2,2,0
,,,31,416,1,1,0,4,4,0
,,,32,450,0,4,0,1,1,0
,,,33,423,0,4,0,1,1,0
,,,34,437,0,1,0,0,0,0
,,,35,452,0,5,0,1,1,0
,,,36,444,3,3,0,0,0,0
,,,37,448,4,3,0,0,0,0
,,,38,452,0,28,0,3,3,0
,,,39,473,1,16,0,3,3,0
,,,40,460,0,4,0,0,0,0
,,,41,463,0,3,0,3,2,0
,,,42,468,1,1,0,1,1,0
,,,43,457,2,5,0,2,2,0
,,,44,441,1,7,0,1,1,0
,,,45,459,3,7,0,1,1,0
,,,46,464,3,11,0,3,3,0
,,,47,478,0,4,0,4,4,0
,,,48,440,0,6,0,2,2,0
,,,49,451,0,1,0,11,11,0
,,,50,470,0,0,0,4,2,0
,,,51,458,1,76,0,5,4,0
,,,52,444,0,10,0,5,3,0
,,,53,471,0,5,0,5,4,0
,,,54,498,1,6,0,3,2,0
,,,55,469,0,15,0,6,6,0
,,,56,450,1,0,0,0,0,0
,,,57,434,0,14,0,3,2,0
,,,58,447,0,5,0,1,0,0
,,,59,425,0,12,0,1,0,0
,,,60,469,4,3,0,0,0,0
,,,61,467,0,8,0,2,0,0
,,,62,464,1,7,0,4,2,0
,,,63,486,0,14,0,4,4,0
,,,64,1619,3,11,0,1,1,0
,,,,77232,240,1173,0,384,321,0
2025-04-15,gdL6jL,【美容部員激推し】  マツキヨココカラの新作アイテムを徹底レビュー！（マツキヨココカラLIVE）,1,227,0,0,0,0,0,0
,,,2,226,1,0,0,0,0,0
,,,3,234,0,0,0,0,0,0
,,,4,229,1,0,0,0,0,0
,,,5,227,1,0,0,0,0,0
,,,6,243,2,0,0,0,0,0
,,,7,233,1,0,0,1,0,0
,,,8,250,2,10,0,0,0,0
,,,9,261,3,8,0,0,0,0
,,,10,252,2,87,0,0,0,0
,,,11,264,1,9,0,1,1,0
,,,12,278,1,0,0,0,0,0
,,,13,278,1,0,0,3,3,0
,,,14,260,1,2,0,0,0,0
,,,15,287,1,0,0,2,2,0
,,,16,298,2,0,0,1,1,0
,,,17,301,2,0,0,2,2,0
,,,18,296,3,0,0,1,1,0
,,,19,297,1,0,0,0,0,0
,,,20,286,3,0,0,1,1,0
,,,21,308,5,0,0,0,0,0
,,,22,313,0,0,0,1,1,0
,,,23,319,1,0,0,2,2,0
,,,24,312,1,2,0,4,4,0
,,,25,327,0,32,0,6,6,0
,,,26,346,3,1,0,2,1,0
,,,27,335,2,0,0,0,0,0
,,,28,360,0,0,0,1,0,0
,,,29,389,2,0,0,2,2,0
,,,30,358,1,0,0,1,1,0
,,,31,349,2,1,0,4,4,0
,,,32,371,4,1,0,1,1,0
,,,33,357,0,49,0,4,3,0
,,,34,356,1,0,0,4,2,0
,,,35,373,1,17,0,2,2,0
,,,36,364,2,2,0,5,5,0
,,,37,361,0,14,0,0,0,0
,,,38,370,2,0,0,3,3,0
,,,39,376,1,0,0,1,0,0
,,,40,383,2,4,0,0,0,0
,,,41,379,2,2,0,2,2,0
,,,42,394,1,0,0,1,1,0
,,,43,399,0,1,0,0,0,0
,,,44,410,0,0,0,2,2,0
,,,45,388,0,0,0,3,2,0
,,,46,393,1,0,0,2,2,0
,,,47,405,0,0,0,2,2,0
,,,48,425,5,0,0,0,0,0
,,,49,422,2,0,0,1,1,0
,,,50,413,0,0,0,1,1,0
,,,51,413,0,7,0,1,1,0
,,,52,427,0,3,0,1,1,0
,,,53,422,0,1,0,0,0,0
,,,54,456,1,0,0,2,2,0
,,,55,438,1,0,0,1,1,0
,,,56,461,0,1,0,0,0,0
,,,57,445,2,1,0,7,7,0
,,,58,428,2,0,0,5,4,0
,,,59,420,0,19,0,5,5,0
,,,60,432,2,0,0,1,1,0
,,,61,441,1,1,0,1,1,0
,,,62,426,2,0,0,7,7,0
,,,63,427,1,6,0,0,0,0
,,,64,424,0,1,0,4,4,0
,,,65,422,0,12,0,5,5,0
,,,66,420,3,0,0,1,1,0
,,,67,429,0,0,0,1,1,0
,,,68,432,10,0,0,3,2,0
,,,69,427,3,0,0,2,1,0
,,,70,439,1,5,0,5,4,0
,,,71,1506,0,15,0,1,1,0
,,,,79251,297,942,0,366,330,0
2025-04-08,gXzndW,高機能・高コスパ・バズ売れブランド！matsukiyo  ウィズ  メソッド  トリプルAを徹底解剖（マツキヨココカラLIVE）,1,190,0,0,0,0,0,0
,,,2,187,0,1,0,0,0,0
,,,3,211,7,1,0,0,0,0
,,,4,217,2,9,0,1,0,0
,,,5,207,1,16,0,3,0,0
,,,6,205,0,1,0,1,0,0
,,,7,206,3,5,0,4,0,0
,,,8,201,1,3,0,0,0,0
,,,9,209,1,1,0,0,0,0
,,,10,225,0,2,0,0,0,0
,,,11,219,0,3,0,1,1,0
,,,12,227,2,2,0,0,0,0
,,,13,232,0,2,0,1,1,0
,,,14,254,0,5,0,1,0,0
,,,15,247,0,2,0,1,1,0
,,,16,261,0,6,0,0,0,0
,,,17,254,0,13,0,1,1,0
,,,18,243,2,4,0,0,0,0
,,,19,247,1,3,0,2,2,0
,,,20,230,2,2,0,1,1,0
,,,21,247,0,2,0,0,0,0
,,,22,245,0,2,0,1,1,0
,,,23,249,1,5,0,1,0,0
,,,24,270,0,1,0,0,0,0
,,,25,279,1,5,0,1,1,0
,,,26,258,0,3,0,2,2,0
,,,27,273,2,6,0,0,0,0
,,,28,278,0,2,0,0,0,0
,,,29,289,0,4,0,1,1,0
,,,30,273,2,4,0,1,1,0
,,,31,283,0,5,0,7,5,0
,,,32,268,0,3,0,3,3,0
,,,33,274,0,2,0,1,0,0
,,,34,291,0,6,0,4,2,0
,,,35,307,0,3,0,0,0,0
,,,36,310,0,3,0,0,0,0
,,,37,312,0,3,0,0,0,0
,,,38,308,0,2,0,3,1,0
,,,39,312,0,2,0,0,0,0
,,,40,299,0,2,0,0,0,0
,,,41,289,0,1,0,1,1,0
,,,42,303,1,5,0,0,0,0
,,,43,324,0,2,0,0,0,0
,,,44,342,0,2,0,0,0,0
,,,45,336,0,17,0,1,1,0
,,,46,331,0,21,0,2,2,0
,,,47,335,0,2,0,0,0,0
,,,48,317,1,3,0,1,1,0
,,,49,322,2,5,0,0,0,0
,,,50,296,1,5,0,1,1,0
,,,51,334,0,5,0,0,0,0
,,,52,345,2,8,0,1,1,0
,,,53,331,1,5,0,0,0,0
,,,54,326,0,4,0,1,1,0
,,,55,326,0,71,0,0,0,0
,,,56,1389,0,67,0,1,1,0
,,,,49029,108,1107,0,153,99,0
2025-04-01,5mj61r,UVカット対策の新定番！アネッサ新商品徹底レビュー（マツキヨココカラLIVE）,1,219,0,0,0,0,0,0
,,,2,233,0,3,0,0,0,0
,,,3,249,8,10,0,0,0,0
,,,4,276,3,3,0,0,0,0
,,,5,273,2,21,0,1,1,0
,,,6,272,1,25,0,3,2,0
,,,7,282,2,5,0,2,2,0
,,,8,293,4,29,0,0,0,0
,,,9,284,0,32,0,6,6,0
,,,10,290,2,2,0,2,2,0
,,,11,306,5,2,0,0,0,0
,,,12,305,4,40,0,6,6,0
,,,13,312,4,48,0,3,3,0
,,,14,329,3,16,0,12,11,0
,,,15,326,4,27,0,6,6,0
,,,16,333,19,2,0,2,2,0
,,,17,344,3,0,0,1,1,0
,,,18,342,8,31,0,3,3,0
,,,19,337,2,38,0,2,2,0
,,,20,349,4,9,0,2,2,0
,,,21,362,2,15,0,0,0,0
,,,22,363,2,83,0,0,0,0
,,,23,374,1,69,0,2,2,0
,,,24,377,4,1,0,2,2,0
,,,25,380,4,11,0,4,4,0
,,,26,386,1,10,0,0,0,0
,,,27,394,5,2,0,3,3,0
,,,28,375,3,4,0,3,3,0
,,,29,392,2,29,0,0,0,0
,,,30,413,3,31,0,14,13,0
,,,31,419,2,1,0,7,5,0
,,,32,411,2,1,0,8,7,0
,,,33,405,2,8,0,3,3,0
,,,34,407,1,5,0,9,9,0
,,,35,394,3,4,0,9,9,0
,,,36,387,4,4,0,5,5,0
,,,37,394,3,0,0,0,0,0
,,,38,393,2,161,0,7,7,0
,,,39,407,4,162,0,0,0,0
,,,40,389,0,243,0,2,2,0
,,,41,391,4,5,0,0,0,0
,,,42,392,7,11,0,12,12,0
,,,43,400,1,13,0,4,4,0
,,,44,403,4,99,0,7,7,0
,,,45,409,0,2,0,6,6,0
,,,46,428,3,6,0,7,7,0
,,,47,438,6,95,0,6,6,0
,,,48,418,1,13,0,11,11,0
,,,49,441,1,1,0,7,7,0
,,,50,429,3,176,0,6,6,0
,,,51,433,15,124,0,1,1,0
,,,52,440,9,0,0,1,0,0
,,,53,435,4,64,0,0,0,0
,,,54,460,6,31,0,14,13,0
,,,55,457,6,141,0,3,2,0
,,,56,424,1,21,0,4,4,0
,,,57,434,2,8,0,1,1,0
,,,58,430,0,27,0,5,3,0
,,,59,440,2,16,0,4,3,0
,,,60,456,3,10,0,3,3,0
,,,61,429,5,53,0,1,0,0
,,,62,427,5,101,0,4,4,0
,,,63,430,2,19,0,19,18,0
,,,64,1383,9,366,0,1,1,0
,,,,75009,681,7767,0,768,726,0
